ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
974832,40-64,female,majority,0-9y,none,working class,0.6013294710042193,0.0,before 2015,1.0,0.0,92101,12000.0,sedan,0,0,0,1.0
135317,40-64,male,majority,10-19y,university,upper class,0.5496090320674443,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,2,1,3,0.0
139106,26-39,male,majority,10-19y,university,middle class,0.6273613390209348,0.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,4,1.0
685176,16-25,female,majority,0-9y,high school,middle class,0.6041047893367332,1.0,after 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,0.0
226461,16-25,female,majority,0-9y,none,working class,0.4336723313868529,0.0,before 2015,0.0,0.0,10238,17000.0,sedan,0,0,0,1.0
18850,26-39,female,minority,10-19y,high school,poverty,0.175240246078814,0.0,before 2015,1.0,1.0,10238,14000.0,sedan,1,0,0,0.0
831974,16-25,female,majority,0-9y,university,middle class,0.5589896183531635,1.0,before 2015,1.0,0.0,92101,9000.0,sedan,0,0,0,0.0
901622,40-64,male,majority,20-29y,high school,upper class,0.5741719727666895,0.0,after 2015,1.0,1.0,32765,7000.0,sedan,6,1,6,1.0
79770,40-64,male,majority,0-9y,high school,upper class,0.575674930892843,1.0,before 2015,0.0,0.0,10238,12000.0,sedan,0,0,0,1.0
325180,26-39,female,majority,10-19y,none,working class,0.4440329823215972,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,1,0,1,0.0
124813,16-25,male,majority,0-9y,university,middle class,,0.0,before 2015,0.0,0.0,10238,,sedan,0,0,0,1.0
805924,26-39,female,majority,10-19y,high school,working class,0.3664626626338756,1.0,before 2015,0.0,0.0,92101,14000.0,sedan,1,0,0,1.0
553534,65+,male,majority,30y+,university,upper class,0.4709099425273894,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,4,0,4,0.0
378176,65+,male,majority,30y+,high school,upper class,,1.0,after 2015,0.0,1.0,92101,10000.0,sports car,6,0,2,1.0
374337,40-64,male,majority,20-29y,high school,working class,0.4558557235183332,0.0,before 2015,0.0,0.0,10238,13000.0,sedan,0,1,3,0.0
865367,65+,male,majority,10-19y,high school,upper class,0.4987695160873743,0.0,after 2015,1.0,1.0,10238,13000.0,sedan,2,1,1,0.0
528129,40-64,female,majority,20-29y,university,upper class,0.7059734082559136,1.0,after 2015,1.0,1.0,10238,10000.0,sedan,2,0,0,0.0
532765,40-64,male,majority,20-29y,university,upper class,0.6463385410582569,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,3,0,1,0.0
804529,40-64,male,majority,0-9y,university,upper class,0.667599327119331,1.0,before 2015,0.0,0.0,10238,10000.0,sedan,0,0,0,1.0
51347,40-64,female,majority,20-29y,university,upper class,,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,5,0,2,0.0
963521,40-64,male,majority,20-29y,university,middle class,0.5045174060377636,1.0,before 2015,0.0,1.0,10238,10000.0,sedan,3,0,0,0.0
161641,26-39,female,majority,10-19y,high school,working class,,1.0,before 2015,1.0,1.0,10238,8000.0,sedan,0,0,1,0.0
422469,40-64,male,majority,0-9y,university,upper class,0.5927760862888297,1.0,after 2015,1.0,1.0,32765,8000.0,sedan,0,0,0,1.0
39165,26-39,male,majority,10-19y,none,middle class,0.6320362335140304,1.0,after 2015,0.0,1.0,10238,11000.0,sedan,3,0,2,0.0
356599,40-64,female,majority,0-9y,high school,upper class,0.7532018978277194,1.0,after 2015,1.0,1.0,10238,,sedan,0,0,0,0.0
284890,40-64,female,minority,20-29y,high school,middle class,0.6056746855305867,1.0,before 2015,1.0,1.0,32765,10000.0,sedan,5,0,2,0.0
353086,40-64,male,majority,20-29y,high school,poverty,0.207432545579217,0.0,before 2015,0.0,0.0,10238,16000.0,sedan,2,1,0,0.0
771433,16-25,male,majority,0-9y,high school,poverty,0.2907925607872464,0.0,after 2015,1.0,1.0,10238,10000.0,sedan,0,0,0,1.0
355929,26-39,male,minority,10-19y,high school,working class,0.4755276880991208,1.0,after 2015,0.0,0.0,10238,17000.0,sedan,0,0,1,0.0
950726,40-64,male,majority,20-29y,high school,working class,0.2236841043640096,1.0,before 2015,1.0,0.0,10238,,sports car,3,0,0,0.0
62325,65+,male,minority,20-29y,none,upper class,0.5905495956804206,0.0,after 2015,1.0,1.0,32765,12000.0,sedan,4,0,2,1.0
467990,16-25,female,majority,0-9y,none,poverty,0.3349652062752788,1.0,before 2015,0.0,1.0,10238,,sedan,0,0,0,1.0
192184,40-64,male,majority,20-29y,high school,middle class,0.6054304884310397,1.0,before 2015,0.0,1.0,10238,9000.0,sedan,2,0,5,0.0
271313,65+,male,majority,20-29y,high school,upper class,0.6572762925654707,0.0,before 2015,1.0,1.0,10238,7000.0,sedan,3,0,3,0.0
588405,40-64,female,majority,0-9y,high school,middle class,0.6745695670750705,0.0,after 2015,1.0,1.0,32765,12000.0,sedan,0,0,0,1.0
426907,16-25,female,majority,0-9y,none,poverty,0.3293593350870786,0.0,before 2015,0.0,1.0,32765,13000.0,sedan,0,0,0,1.0
447793,16-25,female,majority,0-9y,high school,poverty,,0.0,before 2015,0.0,1.0,92101,8000.0,sedan,0,0,0,0.0
237361,65+,male,majority,0-9y,high school,upper class,0.7302332838693537,1.0,before 2015,0.0,0.0,32765,11000.0,sedan,0,0,0,1.0
514747,26-39,male,majority,10-19y,high school,middle class,0.6590533905476411,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,0,0,1,0.0
769677,40-64,male,majority,20-29y,high school,upper class,0.6726992704345639,1.0,before 2015,1.0,1.0,10238,12000.0,sports car,4,0,8,0.0
950198,65+,male,majority,0-9y,high school,upper class,0.5677656283040766,1.0,before 2015,1.0,1.0,10238,8000.0,sedan,0,0,0,0.0
807751,65+,male,majority,0-9y,university,upper class,0.5680429515686883,1.0,after 2015,1.0,1.0,32765,8000.0,sedan,0,0,0,0.0
734398,40-64,male,majority,20-29y,high school,middle class,0.3844230970107322,1.0,before 2015,1.0,1.0,92101,11000.0,sedan,5,0,5,0.0
583391,65+,male,majority,10-19y,university,upper class,0.674130280008358,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,4,0,4,0.0
187756,40-64,female,minority,10-19y,high school,upper class,,1.0,after 2015,0.0,1.0,10238,15000.0,sedan,3,0,2,0.0
634671,40-64,female,majority,20-29y,high school,middle class,0.5911684704162853,0.0,before 2015,0.0,1.0,10238,11000.0,sedan,1,0,3,0.0
210417,40-64,female,minority,0-9y,none,upper class,0.5847983429422607,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,0,0,0,0.0
351203,40-64,male,minority,20-29y,high school,middle class,0.5963635206935238,1.0,before 2015,0.0,1.0,10238,17000.0,sedan,0,0,5,0.0
870877,65+,female,majority,30y+,university,upper class,0.4055202478752996,1.0,before 2015,0.0,1.0,32765,10000.0,sedan,6,1,0,0.0
105423,65+,male,majority,30y+,high school,upper class,0.3016195849865694,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,5,1,8,0.0
533795,16-25,male,minority,0-9y,university,poverty,0.2703017296487961,1.0,before 2015,0.0,0.0,10238,13000.0,sedan,0,0,0,1.0
74399,26-39,female,majority,10-19y,university,middle class,0.6011776404300165,1.0,before 2015,0.0,0.0,32765,13000.0,sports car,1,0,0,1.0
819958,65+,male,majority,30y+,high school,upper class,0.6421199758823382,1.0,after 2015,1.0,1.0,32765,10000.0,sedan,12,0,3,0.0
228250,26-39,male,majority,10-19y,university,middle class,0.5821521960941056,1.0,before 2015,1.0,0.0,10238,15000.0,sedan,0,0,2,0.0
396229,65+,male,majority,20-29y,high school,upper class,0.6610853789704112,1.0,before 2015,1.0,1.0,10238,15000.0,sedan,0,0,1,0.0
645492,65+,male,minority,20-29y,none,middle class,0.4870255215613069,1.0,before 2015,1.0,1.0,32765,14000.0,sedan,3,0,3,1.0
454718,26-39,female,majority,0-9y,none,working class,0.453801827329586,1.0,before 2015,0.0,0.0,10238,13000.0,sedan,0,0,0,1.0
485351,65+,male,majority,0-9y,university,upper class,0.4750104979182919,1.0,after 2015,0.0,0.0,32765,11000.0,sedan,0,0,0,0.0
93808,26-39,female,majority,10-19y,none,poverty,0.2594072113728965,1.0,before 2015,0.0,1.0,10238,10000.0,sedan,0,0,0,0.0
383166,26-39,female,majority,10-19y,university,upper class,0.5875253220333557,1.0,before 2015,0.0,0.0,32765,11000.0,sports car,2,0,0,0.0
906662,40-64,male,majority,20-29y,high school,working class,0.3422852858892937,1.0,before 2015,0.0,1.0,10238,12000.0,sedan,2,1,5,0.0
934008,65+,male,majority,30y+,university,upper class,0.6384093879267378,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,10,0,3,0.0
156487,26-39,female,minority,10-19y,high school,poverty,0.2545088625139908,0.0,before 2015,0.0,1.0,32765,12000.0,sedan,2,0,0,1.0
510597,16-25,female,majority,0-9y,high school,poverty,0.4399165171368632,0.0,before 2015,1.0,0.0,10238,15000.0,sedan,0,0,0,1.0
489913,40-64,female,majority,10-19y,university,upper class,0.6583325872755652,1.0,before 2015,1.0,1.0,10238,8000.0,sedan,1,0,1,0.0
977790,40-64,female,majority,20-29y,none,middle class,0.4472848534938492,1.0,before 2015,0.0,1.0,10238,14000.0,sedan,3,0,1,0.0
11655,26-39,female,majority,10-19y,high school,upper class,0.8844095270837166,1.0,after 2015,1.0,1.0,10238,10000.0,sedan,0,0,0,0.0
24782,16-25,male,majority,0-9y,high school,middle class,0.6445160863822124,1.0,after 2015,0.0,0.0,10238,,sedan,0,0,0,0.0
158804,40-64,female,minority,20-29y,high school,upper class,0.6267468514453324,0.0,before 2015,1.0,1.0,10238,13000.0,sedan,2,0,4,0.0
330068,40-64,male,majority,0-9y,high school,middle class,0.5163285208384004,1.0,before 2015,0.0,0.0,32765,13000.0,sedan,0,0,0,1.0
613325,16-25,female,majority,0-9y,none,poverty,0.11914479835417,0.0,before 2015,1.0,0.0,10238,,sedan,0,0,0,1.0
243897,40-64,male,majority,20-29y,none,poverty,0.3769402881848251,0.0,before 2015,0.0,1.0,92101,11000.0,sedan,2,0,1,1.0
335376,16-25,male,majority,0-9y,none,poverty,0.2483990423713467,0.0,before 2015,0.0,0.0,32765,14000.0,sedan,0,0,0,1.0
352738,26-39,female,majority,10-19y,high school,upper class,0.623464040034908,1.0,before 2015,1.0,1.0,32765,7000.0,sedan,1,0,2,0.0
815444,16-25,female,majority,0-9y,none,poverty,0.3897704613316164,0.0,before 2015,0.0,1.0,10238,13000.0,sedan,0,0,0,0.0
119756,16-25,male,majority,0-9y,high school,poverty,0.3738686726843104,0.0,before 2015,0.0,1.0,32765,11000.0,sedan,0,0,0,1.0
138410,16-25,male,majority,0-9y,none,working class,,1.0,before 2015,0.0,1.0,10238,16000.0,sedan,0,0,0,1.0
532363,16-25,male,majority,0-9y,none,working class,0.3438952685308917,1.0,before 2015,0.0,0.0,32765,16000.0,sedan,0,0,0,0.0
727243,40-64,female,majority,20-29y,high school,working class,0.3210531693137093,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,1,0,0,0.0
367681,26-39,female,majority,0-9y,high school,middle class,0.6830898900645607,1.0,before 2015,1.0,1.0,92101,,sedan,0,0,0,0.0
732633,65+,female,majority,30y+,university,upper class,0.70632526395876,1.0,after 2015,1.0,1.0,10238,7000.0,sedan,1,0,1,0.0
220771,65+,female,majority,30y+,high school,upper class,0.6519445619523178,1.0,before 2015,1.0,1.0,32765,6000.0,sedan,4,0,1,0.0
576658,26-39,female,majority,10-19y,university,upper class,0.5389912469775955,0.0,before 2015,0.0,0.0,92101,13000.0,sedan,2,0,0,0.0
742658,65+,male,majority,30y+,university,upper class,0.4973317364743944,0.0,before 2015,1.0,1.0,10238,11000.0,sedan,3,0,10,0.0
766817,40-64,male,majority,20-29y,none,working class,,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,5,1,2,0.0
345254,65+,male,majority,0-9y,university,upper class,0.8000044065279952,1.0,after 2015,1.0,1.0,10238,10000.0,sedan,0,0,0,0.0
829498,16-25,female,majority,0-9y,none,poverty,,1.0,before 2015,1.0,0.0,10238,,sedan,0,0,0,0.0
109424,16-25,female,majority,0-9y,none,poverty,0.3439433692699233,1.0,before 2015,0.0,1.0,10238,16000.0,sedan,0,0,0,0.0
184990,26-39,female,majority,10-19y,high school,middle class,0.5642939728131308,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,1,0,0,0.0
244465,40-64,female,majority,10-19y,none,middle class,0.5328586307290109,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,0,0,0,0.0
271618,40-64,male,majority,10-19y,high school,working class,0.3811525557741302,1.0,before 2015,1.0,1.0,32765,11000.0,sedan,1,0,1,0.0
53771,40-64,male,majority,20-29y,none,working class,0.4194405851541745,1.0,before 2015,1.0,0.0,10238,11000.0,sedan,0,0,3,0.0
525422,26-39,male,majority,0-9y,university,upper class,0.6292971341820589,1.0,after 2015,1.0,1.0,10238,10000.0,sedan,0,0,0,0.0
916846,40-64,female,majority,0-9y,university,working class,0.3642655106430805,0.0,before 2015,0.0,1.0,10238,,sedan,0,0,0,1.0
492427,65+,male,majority,0-9y,university,upper class,0.5016231164587127,1.0,before 2015,1.0,1.0,10238,14000.0,sedan,0,0,0,1.0
872345,65+,male,majority,30y+,university,upper class,0.6622512927422589,1.0,before 2015,0.0,1.0,10238,16000.0,sedan,2,0,1,0.0
180310,26-39,male,majority,10-19y,high school,middle class,0.5192192445150815,1.0,before 2015,0.0,1.0,92101,11000.0,sedan,0,0,0,0.0
221895,16-25,female,majority,0-9y,none,poverty,0.4812921228088031,0.0,before 2015,0.0,1.0,92101,8000.0,sedan,0,0,0,1.0
720877,65+,female,majority,10-19y,university,upper class,0.6910164446960826,1.0,before 2015,1.0,1.0,10238,12000.0,sports car,3,0,0,0.0
736442,40-64,male,minority,20-29y,none,upper class,0.6129293231597925,1.0,before 2015,0.0,1.0,10238,11000.0,sedan,0,1,1,0.0
780494,40-64,female,minority,0-9y,university,upper class,0.7704573192127384,0.0,before 2015,1.0,1.0,10238,8000.0,sedan,0,0,0,1.0
759478,40-64,female,majority,0-9y,university,upper class,,1.0,before 2015,1.0,1.0,10238,,sedan,0,0,0,0.0
134100,40-64,male,majority,20-29y,university,upper class,,1.0,before 2015,0.0,1.0,32765,8000.0,sedan,7,1,2,0.0
774388,26-39,female,majority,10-19y,none,poverty,0.2341980151733733,0.0,after 2015,1.0,1.0,32765,10000.0,sedan,2,0,1,0.0
801455,40-64,female,majority,0-9y,high school,upper class,0.7622701434360871,1.0,after 2015,1.0,1.0,10238,14000.0,sedan,0,0,0,0.0
258856,26-39,male,majority,10-19y,university,middle class,0.3850924462355255,1.0,before 2015,0.0,1.0,32765,15000.0,sedan,2,1,0,1.0
113779,26-39,female,majority,0-9y,university,upper class,0.6292322910830562,1.0,before 2015,1.0,0.0,10238,12000.0,sedan,0,0,0,0.0
432535,40-64,female,majority,20-29y,university,upper class,0.5755767562772276,1.0,after 2015,1.0,0.0,32765,15000.0,sedan,1,2,1,0.0
699457,65+,female,majority,30y+,none,middle class,0.5493083411849156,1.0,after 2015,0.0,1.0,10238,16000.0,sedan,2,0,0,0.0
69133,40-64,male,majority,20-29y,high school,upper class,0.4402775964341178,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,5,0,1,0.0
807975,26-39,male,majority,10-19y,university,upper class,0.5590665657067693,1.0,after 2015,1.0,0.0,10238,9000.0,sedan,2,0,2,0.0
96502,26-39,female,majority,10-19y,high school,poverty,0.4319144586115993,1.0,before 2015,0.0,0.0,10238,16000.0,sedan,2,1,1,1.0
219075,65+,female,majority,30y+,high school,upper class,0.5602164790133026,1.0,before 2015,1.0,1.0,10238,14000.0,sedan,1,1,3,0.0
371099,65+,female,majority,0-9y,high school,upper class,0.5554677769244147,1.0,before 2015,1.0,1.0,10238,8000.0,sedan,0,0,0,0.0
902574,65+,male,majority,30y+,high school,upper class,,1.0,after 2015,0.0,1.0,10238,13000.0,sedan,4,2,4,0.0
110314,40-64,male,minority,10-19y,university,upper class,0.6395575603258792,1.0,after 2015,1.0,1.0,10238,12000.0,sedan,0,0,1,0.0
12797,16-25,female,majority,0-9y,high school,working class,0.470818253401678,1.0,before 2015,1.0,0.0,10238,13000.0,sedan,0,0,0,0.0
751340,16-25,male,majority,0-9y,none,poverty,0.4073519691002561,0.0,before 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,1.0
606154,26-39,female,minority,10-19y,university,working class,0.4044758799397153,0.0,before 2015,0.0,0.0,10238,12000.0,sedan,1,0,0,0.0
485813,16-25,female,majority,0-9y,high school,middle class,,1.0,before 2015,0.0,0.0,92101,13000.0,sedan,0,0,0,1.0
452365,16-25,female,majority,0-9y,high school,working class,,1.0,before 2015,0.0,1.0,10238,15000.0,sedan,0,0,0,1.0
853640,40-64,male,majority,20-29y,high school,middle class,0.3641696402054956,0.0,before 2015,1.0,0.0,10238,13000.0,sedan,2,0,2,0.0
721496,40-64,male,majority,10-19y,university,upper class,,1.0,before 2015,0.0,1.0,10238,11000.0,sedan,2,1,1,0.0
833873,65+,male,majority,10-19y,high school,upper class,0.6276026441084511,1.0,after 2015,1.0,1.0,10238,13000.0,sedan,1,0,2,0.0
870414,65+,male,majority,20-29y,university,upper class,,1.0,after 2015,1.0,1.0,10238,11000.0,sedan,1,0,2,0.0
674189,65+,male,majority,0-9y,high school,upper class,0.671695481913853,1.0,before 2015,1.0,1.0,32765,10000.0,sedan,0,0,0,1.0
123718,26-39,male,majority,10-19y,none,poverty,0.3687552634913043,0.0,before 2015,1.0,1.0,10238,8000.0,sedan,1,0,1,0.0
199281,26-39,male,majority,10-19y,university,middle class,0.5356438028269401,1.0,before 2015,1.0,1.0,32765,,sedan,2,0,0,1.0
528402,26-39,male,majority,10-19y,high school,working class,0.5068153499899848,1.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,2,0.0
16946,16-25,female,majority,0-9y,high school,poverty,0.277929013275103,0.0,before 2015,0.0,0.0,10238,17000.0,sedan,0,0,0,1.0
740411,65+,male,majority,10-19y,university,upper class,,0.0,after 2015,1.0,1.0,10238,13000.0,sedan,2,1,1,0.0
303057,16-25,male,minority,0-9y,none,poverty,0.3038634503681253,0.0,before 2015,1.0,0.0,32765,13000.0,sedan,0,0,0,1.0
567494,16-25,female,majority,0-9y,none,poverty,0.2340120129266886,0.0,before 2015,0.0,0.0,32765,10000.0,sedan,0,0,0,1.0
991147,26-39,female,majority,0-9y,high school,middle class,0.4003458977237905,1.0,after 2015,0.0,1.0,10238,12000.0,sedan,0,0,0,0.0
870774,40-64,male,majority,20-29y,none,working class,0.6200480650967043,0.0,after 2015,0.0,0.0,10238,17000.0,sedan,0,0,1,0.0
931660,65+,female,majority,30y+,university,upper class,0.6473828507763691,1.0,after 2015,0.0,1.0,10238,10000.0,sedan,1,0,4,0.0
452079,26-39,female,minority,10-19y,university,middle class,,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,1,0,1,0.0
157696,26-39,male,majority,10-19y,university,working class,0.340278741649701,0.0,before 2015,0.0,0.0,32765,12000.0,sedan,4,2,2,1.0
609544,16-25,female,majority,0-9y,high school,working class,0.4528580085974892,0.0,before 2015,0.0,0.0,32765,16000.0,sedan,0,0,0,1.0
339312,65+,female,majority,30y+,high school,middle class,0.3354459824186667,1.0,after 2015,0.0,1.0,10238,12000.0,sedan,4,1,5,0.0
748599,16-25,female,majority,0-9y,high school,working class,0.5827148205827488,1.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,1.0
320490,40-64,male,minority,20-29y,high school,middle class,0.6005527991022497,0.0,before 2015,0.0,1.0,32765,8000.0,sedan,8,0,3,0.0
27742,16-25,male,majority,0-9y,high school,poverty,0.2358029818579255,1.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,1.0
920599,40-64,male,majority,20-29y,university,upper class,,1.0,before 2015,0.0,1.0,10238,12000.0,sedan,1,0,2,0.0
609451,26-39,male,majority,10-19y,high school,working class,0.3418025374295406,0.0,before 2015,1.0,0.0,32765,12000.0,sedan,3,0,2,1.0
379796,16-25,male,minority,0-9y,none,working class,0.5559741470409852,0.0,before 2015,0.0,1.0,10238,14000.0,sedan,0,0,0,1.0
559975,16-25,male,majority,0-9y,university,working class,0.4498985939306497,1.0,before 2015,0.0,0.0,10238,13000.0,sedan,0,0,0,1.0
150730,26-39,male,minority,10-19y,high school,working class,,0.0,before 2015,1.0,1.0,92101,7000.0,sedan,3,0,1,0.0
588985,16-25,male,majority,0-9y,high school,poverty,0.3590708073054552,1.0,before 2015,0.0,0.0,10238,17000.0,sedan,0,0,0,0.0
163628,16-25,male,majority,0-9y,university,middle class,0.4494733569092757,0.0,before 2015,1.0,1.0,10238,12000.0,sedan,0,0,0,1.0
376806,26-39,female,majority,10-19y,university,upper class,0.6463005991456011,1.0,after 2015,1.0,1.0,92101,8000.0,sedan,3,0,3,0.0
494053,26-39,male,majority,10-19y,university,middle class,0.7313646054531775,1.0,after 2015,0.0,1.0,32765,8000.0,sedan,3,0,1,0.0
720103,40-64,male,minority,20-29y,university,upper class,0.5697671447610516,1.0,after 2015,1.0,1.0,10238,12000.0,sedan,6,0,5,0.0
201634,65+,female,majority,30y+,university,upper class,,1.0,after 2015,1.0,1.0,10238,,sedan,1,0,0,0.0
42523,26-39,male,majority,0-9y,none,poverty,0.3287658323985594,1.0,before 2015,0.0,0.0,32765,16000.0,sedan,0,0,0,1.0
170603,65+,female,minority,30y+,university,upper class,0.638176098135206,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,4,0,4,0.0
419566,26-39,female,majority,10-19y,high school,working class,,0.0,before 2015,0.0,0.0,32765,12000.0,sedan,1,1,0,1.0
640069,26-39,female,majority,10-19y,high school,middle class,0.6579868362422994,1.0,before 2015,1.0,0.0,10238,17000.0,sedan,3,0,3,0.0
182495,65+,male,majority,20-29y,university,upper class,0.5986520389638185,1.0,before 2015,1.0,1.0,32765,8000.0,sedan,9,1,4,1.0
606589,40-64,female,majority,0-9y,university,upper class,0.5760394844845216,1.0,after 2015,1.0,1.0,10238,11000.0,sedan,0,0,0,0.0
636102,26-39,female,majority,10-19y,university,middle class,0.747285655552212,0.0,after 2015,0.0,0.0,32765,17000.0,sedan,0,0,0,1.0
882723,26-39,female,majority,10-19y,university,upper class,,1.0,after 2015,1.0,1.0,10238,9000.0,sedan,1,0,0,0.0
513857,26-39,male,majority,10-19y,high school,poverty,0.2249840281466978,0.0,before 2015,0.0,1.0,32765,8000.0,sports car,0,1,0,0.0
920063,40-64,female,majority,20-29y,university,upper class,0.6799893874477569,0.0,after 2015,0.0,0.0,10238,16000.0,sedan,4,0,0,0.0
729005,26-39,male,majority,10-19y,high school,poverty,0.3082459199173508,0.0,before 2015,0.0,1.0,10238,13000.0,sedan,1,0,2,1.0
668980,16-25,male,majority,0-9y,university,upper class,0.6536211423481199,1.0,after 2015,0.0,0.0,92101,12000.0,sedan,0,0,0,0.0
32066,26-39,female,majority,10-19y,high school,middle class,0.6269408658287202,1.0,before 2015,0.0,0.0,10238,17000.0,sedan,0,0,1,1.0
305745,16-25,female,majority,0-9y,high school,poverty,0.3211781322149683,1.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,0.0
327121,65+,male,majority,10-19y,university,upper class,0.8456612147213525,1.0,after 2015,1.0,1.0,10238,14000.0,sedan,0,0,0,0.0
580931,65+,male,majority,0-9y,high school,upper class,0.6508094621461856,1.0,before 2015,1.0,1.0,92101,10000.0,sedan,0,0,0,1.0
68047,16-25,male,majority,0-9y,university,working class,0.3127195468087905,1.0,before 2015,0.0,0.0,10238,11000.0,sedan,0,0,0,1.0
876787,16-25,female,majority,0-9y,high school,poverty,0.1353164145309943,0.0,before 2015,0.0,0.0,32765,13000.0,sedan,0,0,0,1.0
773546,16-25,male,majority,0-9y,university,middle class,0.5598702465735836,0.0,before 2015,0.0,1.0,32765,14000.0,sedan,0,0,0,1.0
736711,65+,male,majority,10-19y,high school,upper class,0.5131771364489982,1.0,before 2015,0.0,1.0,10238,12000.0,sedan,1,1,1,0.0
250532,16-25,male,majority,0-9y,none,poverty,0.3967625549479261,0.0,after 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,0.0
191302,40-64,male,majority,0-9y,university,middle class,0.3913038643721578,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,0,0,0,1.0
321959,40-64,female,minority,10-19y,high school,upper class,0.5707340688945091,1.0,after 2015,0.0,1.0,10238,11000.0,sedan,3,0,1,0.0
338472,40-64,male,majority,20-29y,university,upper class,0.6000246088971019,0.0,before 2015,0.0,1.0,10238,,sedan,2,0,5,0.0
918280,40-64,male,majority,20-29y,university,upper class,0.7373210898498997,0.0,before 2015,1.0,1.0,10238,11000.0,sedan,4,1,4,1.0
247096,26-39,male,majority,0-9y,university,upper class,0.4848886682435933,0.0,before 2015,1.0,1.0,10238,14000.0,sedan,0,0,0,1.0
985516,40-64,female,majority,20-29y,university,upper class,0.6334004735306085,1.0,before 2015,1.0,1.0,32765,,sedan,5,2,0,0.0
526513,40-64,female,majority,10-19y,university,upper class,0.5534831092311204,1.0,after 2015,1.0,1.0,10238,10000.0,sedan,2,0,1,0.0
273595,65+,female,majority,10-19y,university,upper class,0.4719024225308068,1.0,after 2015,1.0,1.0,10238,13000.0,sedan,0,0,0,0.0
379336,26-39,male,majority,10-19y,university,working class,0.3761345289417776,1.0,before 2015,0.0,0.0,10238,17000.0,sedan,0,0,0,0.0
445553,26-39,female,majority,10-19y,university,working class,0.4964384234259442,1.0,before 2015,1.0,0.0,10238,13000.0,sedan,0,0,1,1.0
757581,40-64,male,majority,10-19y,high school,middle class,0.6619182641114004,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,1,0,4,0.0
187551,26-39,male,majority,0-9y,university,middle class,0.5890046463385534,1.0,before 2015,1.0,0.0,10238,10000.0,sedan,0,0,0,1.0
634665,26-39,female,majority,10-19y,high school,upper class,0.5981802762565531,0.0,before 2015,0.0,1.0,10238,11000.0,sedan,1,0,2,0.0
419573,26-39,female,majority,0-9y,university,upper class,0.7116785915684535,1.0,before 2015,1.0,0.0,32765,10000.0,sedan,0,0,0,0.0
370727,65+,female,majority,30y+,university,upper class,0.6542957139295364,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,4,0,5,0.0
494338,40-64,female,majority,10-19y,high school,middle class,0.4152593246800269,1.0,before 2015,1.0,1.0,32765,6000.0,sedan,1,1,0,0.0
291453,26-39,female,majority,10-19y,none,poverty,0.3601262725864852,1.0,before 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,0.0
72557,26-39,male,majority,10-19y,university,upper class,0.4883840798658852,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,0,0,1,0.0
446159,40-64,female,majority,20-29y,high school,middle class,0.4876465439464826,1.0,before 2015,1.0,1.0,10238,,sedan,0,0,0,0.0
584002,40-64,female,majority,20-29y,university,upper class,0.7046155222232331,0.0,after 2015,0.0,0.0,10238,14000.0,sedan,3,2,1,0.0
203498,40-64,male,majority,0-9y,university,upper class,0.5832300420155135,0.0,after 2015,1.0,1.0,32765,6000.0,sedan,0,0,0,1.0
589865,40-64,male,majority,20-29y,university,upper class,0.5823393212062394,0.0,after 2015,0.0,1.0,32765,,sedan,7,1,1,0.0
25092,16-25,female,minority,0-9y,high school,upper class,0.7335173545721723,1.0,after 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,0.0
